課號 Course ID,資訊 Information,備註 Note,系所 Department,通識 GE,"選上機率
Chance","重設
Reset",課程 Course,教室大樓 Building,時間 Time,授課語言 Language,加簽 Extra Enrollment
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL4165"" rel=""noopener"" target=""_blank"">FL 416500</a>
口譯
Oral Interpretation","<人限 Limit / 新生保留 New Only>
16 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
5 / --
<學分數 Credit unit>
2
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=4064322025297887285657871677273658985"" rel=""noopener"" target=""_blank"">黃嘉瑜	HUANG, CHIA-YU</a>
<教室 Room & 時間 Time>
HSS人社C511	W7W8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
107學年度起入學非外語系英教系同學可作為選讀英文學分,課程級數為高級
<限制 Limitation>
外語系優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系108B選修
",FL   外語系,--,--,,FL4165,HSS人社,W7W8,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL4207"" rel=""noopener"" target=""_blank"">FL 420700</a>
美國文學-1865年之前
American Literature before 1865","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
19 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=20613227632964570857283728972746978"" rel=""noopener"" target=""_blank"">傅士珍	FUH, SHYH-JEN</a>
<教室 Room & 時間 Time>
HSS人社C413	W2W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
外語系核心課程，本課程為 16 週課程
<限制 Limitation>
限外語系
<擋修 Prerequisite>
--
<專長 Speciality>
外國語文(二)/外國語文(一)
<學程 Program>
--
<必選修 Required or Elective>
外語系108B選修
",FL   外語系,--,--,,FL4207,HSS人社,W2W3W4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL4208"" rel=""noopener"" target=""_blank"">FL 420800</a>
高級西班牙語一
Advanced Spanish I","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
23 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=243733859737428677265787189696576737871"" rel=""noopener"" target=""_blank"">張雅鈴	CHANG, YEA-LING</a>
<教室 Room & 時間 Time>
HSS人社C412	TnT5T6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 曾修CEFR A2通過中級西班牙語會話二-成績需C-以上中級西班牙語二-成績需C-以上上述條件任選一科，則不擋修。
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",FL   外語系,--,--,,FL4208,HSS人社,TnT5T6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL4211"" rel=""noopener"" target=""_blank"">FL 421100</a>
商用日語一
Business Japanese I","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
12 / --
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3177722025337296772736978677273656772737871"" rel=""noopener"" target=""_blank"">簡嘉菁	CHIEN, CHIA-CHING</a>
<教室 Room & 時間 Time>
HSS人社C522	TnT5
","<加簽 Extra Enrollment>
X 不接受 Not Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 中級日語二-成績需C-以上曾修日本語能力試驗N4級通過上述條件任選一科，則不擋修。
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",FL   外語系,--,--,,FL4211,HSS人社,TnT5,中文 ZH,X 不接受 Not Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL4213"" rel=""noopener"" target=""_blank"">FL 421300</a>
新聞日語一
News Japanese I","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
18 / --
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3177722025337296772736978677273656772737871"" rel=""noopener"" target=""_blank"">簡嘉菁	CHIEN, CHIA-CHING</a>
<教室 Room & 時間 Time>
HSS人社C522	T6T7
","<加簽 Extra Enrollment>
X 不接受 Not Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 中級日語二-成績需C-以上曾修日本語能力試驗N4級通過上述條件任選一科，則不擋修。
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",FL   外語系,--,--,,FL4213,HSS人社,T6T7,中文 ZH,X 不接受 Not Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL5001"" rel=""noopener"" target=""_blank"">FL 500100</a>
書目學與研究方法
Bibliography and Research Method","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
18 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=385153034333775677269787285657871728565"" rel=""noopener"" target=""_blank"">陳皇華	CHEN, HUANG-HUA</a>
<教室 Room & 時間 Time>
HSS人社B304	W3W4Wn
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為 16 週課程，歡迎大四同學修習(請以加簽選課)
<限制 Limitation>
限外語系碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系108B選修/外語系111M必修
",FL   外語系,--,--,,FL5001,HSS人社,W3W4Wn,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL5137"" rel=""noopener"" target=""_blank"">FL 513700</a>
後現代小說
Postmodern Novel","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
15 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2651923452336747673788973677285657871"" rel=""noopener"" target=""_blank"">林宜莊	LIN, YI-CHUANG</a>
<教室 Room & 時間 Time>
HSS人社B303	R7R8R9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為 16 週課程
<限制 Limitation>
限外語系碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系111M選修
",FL   外語系,--,--,,FL5137,HSS人社,R7R8R9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL5201"" rel=""noopener"" target=""_blank"">FL 520100</a>
文學理論
Literary Theory","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
18 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2155524314201368785677273697872697871"" rel=""noopener"" target=""_blank"">吳建亨	WU, CHIEN-HENG</a>
<教室 Room & 時間 Time>
HSS人社B303	TnT5T6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為 16 週課程，輔助遠距，歡迎大四同學修習(請以加簽選課)
<限制 Limitation>
限外語系碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
外國語文(二)/外國語文(一)
<學程 Program>
--
<必選修 Required or Elective>
外語系108B選修/外語系111M必修
",FL   外語系,--,--,,FL5201,HSS人社,TnT5T6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL5250"" rel=""noopener"" target=""_blank"">FL 525000</a>
生物體與社會體：二十世紀戲劇、醫療與倫理
Bio and social communities: Drama, medicine and ethics in the 20th century","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
14 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=4064320181234527285657871837273728973"" rel=""noopener"" target=""_blank"">黃仕宜	HUANG, SHIH-YI</a>
<教室 Room & 時間 Time>
HSS人社B303	T2T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為 16 週課程
<限制 Limitation>
限外語系碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系111M選修
",FL   外語系,--,--,,FL5250,HSS人社,T2T3T4,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL5601"" rel=""noopener"" target=""_blank"">FL 560100</a>
研究方法
Research Methods","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
18 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=265192480033452767378728573706978"" rel=""noopener"" target=""_blank"">林惠芬	LIN, HUI-FEN</a>
<教室 Room & 時間 Time>
HSS人社B304	T5T6T7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為 16 週課程
<限制 Limitation>
限外語系碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系111M必修
",FL   外語系,--,--,,FL5601,HSS人社,T5T6T7,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL5718"" rel=""noopener"" target=""_blank"">FL 571800</a>
學科內容和語言的整合學習和全英語授課
Content and Language Integrated Learning (CLIL) and English-Medium Instruction (EMI)","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
13 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=243732354229577867380726586696986797871808577738673846772"" rel=""noopener"" target=""_blank"">張寶玉	VIPHAVEE VONGPUMIVITCH</a>
<教室 Room & 時間 Time>
HSS人社B304	M5M6M7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
限外語系碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系111M選修
",FL   外語系,--,--,,FL5718,HSS人社,M5M6M7,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL5822"" rel=""noopener"" target=""_blank"">FL 582200</a>
內隱與外顯語言學習
Implicit and Explicit Language Learning","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
13 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=38515234473131067726978848385787189737871"" rel=""noopener"" target=""_blank"">陳宗穎	CHEN, TSUNG-YING</a>
<教室 Room & 時間 Time>
HSS人社B304	M2M3M4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為 16 週課程
<限制 Limitation>
限外語系碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系111M選修
",FL   外語系,--,--,,FL5822,HSS人社,M2M3M4,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL5922"" rel=""noopener"" target=""_blank"">FL 592200</a>
腦神經語言學
Introduction to Neurolinguistics","<人限 Limit / 新生保留 New Only>
18 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
18 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26954268052338789657871706578806973"" rel=""noopener"" target=""_blank"">楊梵孛	YANG, FAN-PEI</a>
<教室 Room & 時間 Time>
HSS人社B304	R7R8R9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
限外語系碩士班
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系111M選修
",FL   外語系,--,--,,FL5922,HSS人社,R7R8R9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=FL6001"" rel=""noopener"" target=""_blank"">FL 600100</a>
論文研究
Thesis","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=25351235662594525480"" rel=""noopener"" target=""_blank"">指導教授	</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限外語系碩三以上同學，Selectable after successfully completing second year's coursework
<限制 Limitation>
排除外語系碩士班1年級
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
外語系111M必修
",FL   外語系,--,--,,FL6001,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=GE1008"" rel=""noopener"" target=""_blank"">GE 100800</a>
現代散文選讀
Studies in Modern Prose","<人限 Limit / 新生保留 New Only>
50 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
33 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406433859733673728565787189657673"" rel=""noopener"" target=""_blank"">黃雅莉	HUANG, YA-LI</a>
<教室 Room & 時間 Time>
Nanda南大9104	W5W6W7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為16週課程
<限制 Limitation>
排除人社院
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",GE   通識中心,人文 Humanities,--,,GE1008,Nanda南大,W5W6W7,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=GE1012"" rel=""noopener"" target=""_blank"">GE 101200</a>
工業4.0與發展趨勢概論
Introduction to the development trend of the Industry 4.0","<人限 Limit / 新生保留 New Only>
60 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26366201812153184836978718372737267728578"" rel=""noopener"" target=""_blank"">曾仕君	TSENG, SHIH-CHUN</a>
<教室 Room & 時間 Time>
EDU教  114	T5T6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為16週課程
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",GE   通識中心,自然 Natural,--,,GE1012,EDU教  ,T5T6,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=GE1013"" rel=""noopener"" target=""_blank"">GE 101300</a>
東亞地區的宗教與政治
The Interrelation between Religion and Politics in East Asia","<人限 Limit / 新生保留 New Only>
50 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
47 / --
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2644625991259197669698769786772697871"" rel=""noopener"" target=""_blank"">李文政	LEE,WEN-CHENG</a>
<教室 Room & 時間 Time>
Nanda南大9204	T5T6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為16週課程
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
--
",GE   通識中心,社會 Social,--,,GE1013,Nanda南大,T5T6,中文 ZH,O 接受 Allowed
